index,timestamp,age,industry,job title,job_title_context,salary,compensation,currency,other_currency,income_context,country,state,city,professional_experience_overall,professional_experience_in_specified_field,education,gender,race,total_salary,amount_usd
12311,4/28/2021 9:17:06,29.5,education (higher education),data analyst,,25000,0.0,USD,,,united states,minnesota,jordan,3.0,3.0,College degree,Man,White,25000.0,25000.0
12312,4/28/2021 9:17:20,29.5,"marketing, advertising & pr",marketing coordinator,,68000,2000.0,USD,,,united states,california,sacramento,6.0,6.0,College degree,Woman,Asian or Asian American,70000.0,70000.0
12327,4/28/2021 9:21:59,29.5,engineering or manufacturing,hr manager,,64325,6000.0,USD,,,united states,virginia,alexandria,9.0,9.0,College degree,Woman,White,70325.0,70325.0
12336,4/28/2021 9:22:55,29.5,computing or tech,software engineer,,205500,30000.0,USD,,,united states,new york,new york city,6.0,6.0,College degree,Woman,White,235500.0,235500.0
12338,4/28/2021 9:23:12,29.5,nonprofits,consultant,Social media consultant focusing on nonprofit and advocacy work,193000,0.0,USD,,Self employed so taxes are higher on this than a FTE,united states,district of columbia,dc,15.5,15.5,College degree,Woman,White,193000.0,193000.0
12340,4/28/2021 9:23:34,49.5,"accounting, banking & finance",accounting manager,,62500,2000.0,USD,,,united states,wisconsin,madison,25.5,15.5,Some college,Woman,White,64500.0,64500.0
12352,4/28/2021 9:26:10,39.5,utilities & telecommunications,director,,192000,40000.0,USD,,,united states,district of columbia,dc,15.5,15.5,Master's degree,Woman,White,232000.0,232000.0
12353,4/28/2021 9:26:32,29.5,education (higher education),associate professor,,52000,0.0,USD,,,united states,louisiana,lafayette,9.0,9.0,PhD,Woman,White,52000.0,52000.0
12354,4/28/2021 9:26:32,29.5,education (higher education),associate professor,,52000,0.0,USD,,,united states,georgia,lafayette,9.0,9.0,PhD,Woman,White,52000.0,52000.0
12356,4/28/2021 9:27:39,49.5,law,paralegal,,94000,6500.0,USD,,,united states,georgia,atlanta,35.5,25.5,College degree,Woman,White,100500.0,100500.0
12367,4/28/2021 9:30:14,65.0,law,office manager,,65000,5000.0,USD,,,united states,new jersey,florham park,41.0,25.5,Some college,Woman,White,70000.0,70000.0
12368,4/28/2021 9:30:27,49.5,computing or tech,software engineer,,232000,56000.0,USD,,,united states,new york,new york city,25.5,25.5,Master's degree,Man,White,288000.0,288000.0
12371,4/28/2021 9:31:45,29.5,computing or tech,software engineer,,80000,10000.0,CAD,,,canada,nova scotia,halifax,6.0,6.0,College degree,Woman,White,90000.0,66600.0
12375,4/28/2021 9:32:29,39.5,education (primary/secondary),teacher,,32000,0.0,USD,,,united states,montana,helena,9.0,3.0,College degree,Woman,White,32000.0,32000.0
12376,4/28/2021 9:32:30,39.5,education (higher education),assistant director,Student Success,52000,0.0,USD,,,united states,texas,dallas,9.0,6.0,Master's degree,Woman,White,52000.0,52000.0
12378,4/28/2021 9:33:00,49.5,health care,senior editor,I write and edit healthcare education materials for patients.,75000,300.0,USD,,,united states,ohio,cincinnati,25.5,3.0,College degree,Woman,White,75300.0,75300.0
12379,4/28/2021 9:33:35,39.5,government and public administration,director,,176000,20000.0,USD,,,united states,texas,arlington,15.5,15.5,Master's degree,Woman,White,196000.0,196000.0
12387,4/28/2021 9:34:20,29.5,computing or tech,senior software developer,,45600,0.0,GBP,,,united kingdom,,nottingham,9.0,9.0,College degree,Woman,White,45600.0,57456.0
12390,4/28/2021 9:35:11,29.5,media & digital,senior editor,,85000,6000.0,USD,,,united states,massachusetts,boston ,3.0,3.0,Master's degree,Woman,White,91000.0,91000.0
12395,4/28/2021 9:36:37,29.5,computing or tech,software engineer,,140000,0.0,USD,,,united states,new york,new york city,3.0,3.0,College degree,Woman,White,140000.0,140000.0
12412,4/28/2021 9:41:12,59.5,law,attorney,Partner,220000,280000.0,USD,,"The bonus amount depends entirely on firm profits, could be 0 but likely could be more than I put, $280000 was the lowest it’s been",united states,new york,new york city,25.5,25.5,"Professional degree (MD, JD, etc.)",Woman,White,500000.0,500000.0
12415,4/28/2021 9:42:02,29.5,computing or tech,software engineer ii,,150000,15000.0,USD,,Performance bonus target is 10% with possibility of up to 15% based on review,united states,new york,new york city,3.0,3.0,Master's degree,Woman,White,165000.0,165000.0
12421,4/28/2021 9:43:08,39.5,nonprofits,research analyst,,82400,500.0,USD,,,united states,pennsylvania,plymouth meeting,15.5,3.0,PhD,Woman,White,82900.0,82900.0
12422,4/28/2021 9:43:09,29.5,education (higher education),assistant director,,65000,0.0,USD,,,united states,pennsylvania,philadelphia,9.0,9.0,Master's degree,Woman,White,65000.0,65000.0
12423,4/28/2021 9:43:31,29.5,computing or tech,product manager,,110000,0.0,USD,,,united states,massachusetts,boston,9.0,3.0,College degree,Woman,White,110000.0,110000.0
12427,4/28/2021 9:44:01,39.5,utilities & telecommunications,it manager,,145200,30000.0,USD,,,united states,maryland,baltimore,15.5,15.5,Master's degree,Man,White,175200.0,175200.0
12434,4/28/2021 9:44:48,29.5,education (primary/secondary),teacher,,45000,0.0,USD,,,united states,south carolina,columbia,9.0,9.0,Master's degree,Woman,White,45000.0,45000.0
12435,4/28/2021 9:44:54,39.5,engineering or manufacturing,senior software engineer,,123000,0.0,USD,,,united states,louisiana,lafayette,15.5,15.5,Master's degree,Man,White,123000.0,123000.0
12436,4/28/2021 9:44:54,39.5,engineering or manufacturing,senior software engineer,,123000,0.0,USD,,,united states,georgia,lafayette,15.5,15.5,Master's degree,Man,White,123000.0,123000.0
12441,4/28/2021 9:45:26,39.5,law,legal assistant,,42000,0.0,USD,,,united states,minnesota,new ulm,15.5,3.0,College degree,Woman,White,42000.0,42000.0
12445,4/28/2021 9:45:56,29.5,recruitment or hr,administrative assistant,,32500,0.0,USD,,,united states,wisconsin,milwaukee,6.0,3.0,College degree,Woman,White,32500.0,32500.0
12450,4/28/2021 9:47:53,29.5,business or consulting,senior analyst,,74000,7000.0,USD,,,united states,georgia,atlanta,3.0,3.0,College degree,Woman,White,81000.0,81000.0
12454,4/28/2021 9:49:26,29.5,"accounting, banking & finance",associate,Public Finance analyst,95000,12500.0,USD,,,united states,new york,new york city,9.0,6.0,Master's degree,Woman,White,107500.0,107500.0
12455,4/28/2021 9:49:41,59.5,government and public administration,professor,,125000,35000.0,USD,,,united states,virginia,alexandria,35.5,15.5,Master's degree,Man,White,160000.0,160000.0
12459,4/28/2021 9:50:26,29.5,computing or tech,product manager,,90000,0.0,USD,,,united states,indiana,indianapolis,15.5,3.0,Master's degree,Man,White,90000.0,90000.0
12460,4/28/2021 9:50:45,29.5,"accounting, banking & finance",senior financial analyst,,75000,6000.0,USD,,,united states,minnesota,minneapolis,6.0,3.0,College degree,Woman,White,81000.0,81000.0
12463,4/28/2021 9:51:10,29.5,"marketing, advertising & pr",data scientist,,135000,11500.0,USD,,,united states,new york,new york city,15.5,3.0,College degree,Woman,White,146500.0,146500.0
12468,4/28/2021 9:52:05,39.5,computing or tech,customer success manager,Global mobility tech company,44000,4000.0,GBP,,Bonus is discretionary amount but typically around 10% base salary,united kingdom,,london,15.5,6.0,Master's degree,Woman,White,48000.0,60480.0
12471,4/28/2021 9:52:13,39.5,education (higher education),assistant professor,,550000,0.0,DKK,DKK,,denmark,,copenhagen,9.0,6.0,PhD,Man,White,550000.0,77000.00000000001
12477,4/28/2021 9:53:02,39.5,computing or tech,research scientist,Research areas include computer science topics like big data and intelligent edge,188000,0.0,USD,,,united states,georgia,atlanta,25.5,15.5,College degree,Woman,White,188000.0,188000.0
12480,4/28/2021 9:53:40,39.5,law,marketing manager,,74450,0.0,USD,,,united states,florida,tampa,15.5,15.5,College degree,Woman,White,74450.0,74450.0
12481,4/28/2021 9:53:39,29.5,government and public administration,analyst,,77000,0.0,USD,,,united states,virginia,chesapeake,15.5,9.0,Master's degree,Woman,White,77000.0,77000.0
12485,4/28/2021 9:54:32,39.5,media & digital,editor,Online,57500,5000.0,USD,,,united states,illinois,chicago,9.0,9.0,College degree,Man,White,62500.0,62500.0
12493,4/28/2021 9:55:07,39.5,retail,analyst,,70000,7000.0,USD,,,united states,pennsylvania,pittsburgh,15.5,3.0,Master's degree,Woman,White,77000.0,77000.0
12495,4/28/2021 9:55:23,29.5,education (higher education),assistant professor,Humanities field,74000,5000.0,USD,,I'm earning an extra 8000 this year due to moving reimbursements and summer stipends,united states,illinois,bloomington,6.0,6.0,PhD,Woman,White,79000.0,79000.0
12496,4/28/2021 9:55:28,29.5,health care,data analyst,,85000,0.0,USD,,,united states,oregon,cheshire,6.0,6.0,Master's degree,Woman,White,85000.0,85000.0
12502,4/28/2021 9:56:45,29.5,business or consulting,administrative assistant,,33280,0.0,USD,,,united states,michigan,grand rapids,9.0,6.0,College degree,Woman,White,33280.0,33280.0
12512,4/28/2021 9:58:23,39.5,government and public administration,director,"Oversee a division of State Government, HR related",130000,0.0,USD,,,united states,minnesota,st paul,25.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,130000.0,130000.0
12516,4/28/2021 9:58:58,29.5,education (higher education),associate director,,65000,0.0,USD,,,united states,texas,dallas,3.0,3.0,Master's degree,Woman,White,65000.0,65000.0
12519,4/28/2021 9:59:17,39.5,government and public administration,systems engineer,,95000,0.0,USD,,,united states,michigan,warren,15.5,9.0,College degree,Woman,White,95000.0,95000.0
12524,4/28/2021 9:59:53,29.5,law,associate,,75000,5000.0,USD,,,united states,virginia,richmond,3.0,3.0,"Professional degree (MD, JD, etc.)",Woman,White,80000.0,80000.0
12529,4/28/2021 10:01:25,39.5,business or consulting,product manager,"firm does consulting, products, and tool-building - I work mostly on the products/tools side",121000,10000.0,USD,,,bonus based on meeting yearly goals set w/ my supervisor,,washington ,15.5,6.0,Master's degree,,White,131000.0,131000.0
12531,4/28/2021 10:01:46,29.5,"marketing, advertising & pr",copywriter,,70000,5000.0,USD,,,united states,oregon,salem,9.0,6.0,College degree,Non-binary,White,75000.0,75000.0
12536,4/28/2021 10:03:30,49.5,education (higher education),professor,,78500,0.0,USD,,,united states,washington,spokane,25.5,25.5,PhD,Woman,White,78500.0,78500.0
12539,4/28/2021 10:03:57,29.5,computing or tech,senior software engineer,,133000,0.0,USD,,,united states,colorado,denver,15.5,9.0,College degree,Woman,White,133000.0,133000.0
12541,4/28/2021 10:05:16,29.5,law,attorney,Associate,140000,7000.0,USD,,,united states,wisconsin,milwaukee,3.0,3.0,"Professional degree (MD, JD, etc.)",Woman,White,147000.0,147000.0
12549,4/28/2021 10:06:38,49.5,engineering or manufacturing,project engineer,,130000,3000.0,USD,,,united states,texas,houston,15.5,15.5,College degree,Woman,White,133000.0,133000.0
12553,4/28/2021 10:07:07,29.5,media & digital,account manager,Sales manager for a publishing company,40000,4000.0,GBP,,,united kingdom,,london,9.0,6.0,College degree,Woman,White,44000.0,55440.0
12560,4/28/2021 10:08:03,29.5,law,associate attorney,,76500,250.0,USD,,,united states,new jersey,rocky hill,6.0,3.0,"Professional degree (MD, JD, etc.)",Woman,White,76750.0,76750.0
12567,4/28/2021 10:09:28,29.5,research,research associate,,58500,0.0,USD,,,united states,north carolina,pinehurst,6.0,6.0,Master's degree,Woman,White,58500.0,58500.0
12570,4/28/2021 10:10:27,29.5,nonprofits,associate director,,75000,0.0,USD,,,united states,new york,new york city,9.0,9.0,College degree,Man,White,75000.0,75000.0
12574,4/28/2021 10:11:01,39.5,government and public administration,policy analyst,Financial Regulator,165000,12000.0,USD,,,united states,washington,,25.5,15.5,Master's degree,Woman,White,177000.0,177000.0
12576,4/28/2021 10:11:30,29.5,business or consulting,senior associate,Subject matter expertise in vaccines/infectious disease policy,95000,7125.0,USD,,,united states,district of columbia,washington ,6.0,6.0,Master's degree,Woman,White,102125.0,102125.0
12584,4/28/2021 10:12:23,49.5,insurance,analyst,,70000,0.0,USD,,,united states,oregon,portland,25.5,1.0,College degree,Woman,White,70000.0,70000.0
12590,4/28/2021 10:13:52,29.5,utilities & telecommunications,senior analyst,,65000,5000.0,USD,,,united states,illinois,chicago,9.0,3.0,College degree,Woman,White,70000.0,70000.0
12591,4/28/2021 10:13:57,39.5,computing or tech,managing editor,,96600,0.0,USD,,,united states,texas,denton,15.5,9.0,PhD,Man,Native American or Alaska Native,96600.0,96600.0
12599,4/28/2021 10:14:59,39.5,pest control,financial analyst,,75000,7500.0,USD,,,united states,georgia,marietta,3.0,1.0,Master's degree,Woman,White,82500.0,82500.0
12601,4/28/2021 10:15:18,29.5,engineering or manufacturing,administrative assistant ,Buyer and admin assistant for engineering department ,55000,5000.0,USD,,,united states,wisconsin,milwaukee,3.0,3.0,College degree,Woman,White,60000.0,60000.0
12611,4/28/2021 10:17:26,29.5,computing or tech,senior software engineer,,150000,15000.0,USD,,,united states,north carolina,raleigh,15.5,9.0,Some college,Woman,White,165000.0,165000.0
12617,4/28/2021 10:18:18,29.5,computing or tech,software engineer ii,,105000,0.0,USD,,,united states,wisconsin,madison,6.0,6.0,College degree,Woman,White,105000.0,105000.0
12620,4/28/2021 10:18:52,59.5,government and public administration,project manager,,85000,3000.0,CAD,,,canada,british columbia,,35.5,9.0,Some college,Woman,White,88000.0,65120.0
12625,4/28/2021 10:19:49,39.5,utilities & telecommunications,product manager,Internal Product,90000,5000.0,CAD,,,canada,ontario,toronto,15.5,9.0,College degree,Woman,White,95000.0,70300.0
12626,4/28/2021 10:20:16,29.5,nonprofits,administrative assistant,,41250,0.0,USD,,,united states,pennsylvania,philadelphia,6.0,6.0,Master's degree,Non-binary,White,41250.0,41250.0
12628,4/28/2021 10:20:55,29.5,health care,project manager,(I am not IT),77555,14101.0,USD,,There is a system that allows nominal awards at the discretion of directors & above ($5-$50 increments) that you can cash in for gift certificates; I usually get a bunch of these but they aren't part of my total compensation. The bonuses above are my API and a couple of project-specific bonuses.,united states,illinois,chicago,15.5,6.0,Master's degree,Woman,White,91656.0,91656.0
12636,4/28/2021 10:23:31,39.5,nonprofits,director,,78540,0.0,USD,,,united states,washington,,15.5,6.0,College degree,Woman,White,78540.0,78540.0
12638,4/28/2021 10:23:35,29.5,education (higher education),academic advisor,,48000,0.0,USD,,,united states,new jersey,newark,6.0,3.0,Master's degree,Woman,White,48000.0,48000.0
12640,4/28/2021 10:23:41,39.5,law,attorney,I am an equity member at my firm.,0,185000.0,USD,,I receive bi-weekly draws with end-of-year income distribution.,united states,west virginia,huntington,15.5,9.0,"Professional degree (MD, JD, etc.)",Woman,White,185000.0,185000.0
12648,4/28/2021 10:26:04,39.5,property or construction,administrative assistant ,,49000,0.0,USD,,,united states,new york,plattsburgh,15.5,3.0,College degree,Woman,White,49000.0,49000.0
12655,4/28/2021 10:28:41,49.5,"accounting, banking & finance",senior financial analyst,,118000,15000.0,USD,,,united states,michigan,detroit,25.5,25.5,"Professional degree (MD, JD, etc.)",Woman,White,133000.0,133000.0
12664,4/28/2021 10:31:21,49.5,government and public administration,manager,,119500,0.0,USD,,,united states,michigan,ann arbor,25.5,25.5,Master's degree,Man,White,119500.0,119500.0
12666,4/28/2021 10:31:51,29.5,computing or tech,software engineer,,130000,10000.0,USD,,,united states,massachusetts,cambridge,6.0,6.0,Master's degree,Woman,White,140000.0,140000.0
12672,4/28/2021 10:32:49,29.5,nonprofits,program manager,,59000,3600.0,USD,,,united states,washington,bellingham,15.5,9.0,Some college,Non-binary,White,62600.0,62600.0
12674,4/28/2021 10:33:01,39.5,computing or tech,software engineer,,110000,0.0,USD,,,united states,texas,houston,9.0,3.0,College degree,Woman,Asian or Asian American,110000.0,110000.0
12675,4/28/2021 10:33:13,21.0,government and public administration,data scientist,,33000,0.0,GBP,,,united kingdom,,london,6.0,1.0,High School,Non-binary,Asian or Asian American,33000.0,41580.0
12681,4/28/2021 10:35:01,29.5,education (higher education),supervisor,Research Administration,89750,0.0,USD,,,united states,district of columbia,washington ,6.0,6.0,Master's degree,Man,Asian or Asian American,89750.0,89750.0
12690,4/28/2021 10:36:13,39.5,nonprofits,administrative assistant,,35000,0.0,USD,,,united states,new york,new york city,15.5,9.0,Some college,Woman,White,35000.0,35000.0
12691,4/28/2021 10:36:48,49.5,business or consulting,consultant,"I work with nonprofits, mostly small ones, mostly social justice organizers, on issues related to technology and information systems.",90000,0.0,USD,,I am self employed and income depends on client projects and so is variable. This is my estimate for this year.,united states,california,oakland,25.5,15.5,Master's degree,Woman,"White, Another option not listed here or prefer not to answer",90000.0,90000.0
12692,4/28/2021 10:36:48,29.5,education (higher education),chief of staff,To the President,140000,0.0,USD,,,united states,new york,new york city,15.5,15.5,Master's degree,Woman,White,140000.0,140000.0
12710,4/28/2021 10:41:00,29.5,public libraries,librarian,,47000,0.0,USD,,,united states,missouri,chesterfield,6.0,6.0,Master's degree,Woman,White,47000.0,47000.0
12712,4/28/2021 10:41:31,29.5,utilities & telecommunications,project manager,,90000,0.0,CAD,,,canada,alberta,edmonton,3.0,3.0,College degree,Man,Asian or Asian American,90000.0,66600.0
12725,4/28/2021 10:45:03,29.5,education (higher education),research associate,,54000,2000.0,EUR,,,germany,,ulm,6.0,6.0,Master's degree,Man,White,56000.0,62720.00000000001
12727,4/28/2021 10:45:15,29.5,health care,registered nurse,,83200,0.0,USD,,,united states,utah,salt lake city,6.0,6.0,Master's degree,Woman,White,83200.0,83200.0
12731,4/28/2021 10:46:47,29.5,media & digital,communications specialist,,81000,0.0,USD,,,united states,texas,round rock,15.5,6.0,College degree,Woman,White,81000.0,81000.0
12742,4/28/2021 10:49:29,29.5,"accounting, banking & finance",financial analyst,,57000,1000.0,CAD,,,canada,quebec,quebec city,9.0,9.0,College degree,Woman,White,58000.0,42920.0
12752,4/28/2021 10:51:53,29.5,nonprofits,director,,52000,0.0,USD,,zero benefits,united states,new york,ithaca,15.5,15.5,College degree,Woman,White,52000.0,52000.0
12758,4/28/2021 10:54:01,39.5,computing or tech,software engineer,,155000,15000.0,USD,,,united states,ohio,cleveland,15.5,15.5,College degree,Man,White,170000.0,170000.0
12766,4/28/2021 10:55:29,29.5,health care,program coordinator,,80000,0.0,USD,,,united states,north carolina,greensboro,3.0,3.0,Master's degree,Man,White,80000.0,80000.0
12773,4/28/2021 10:56:26,29.5,"accounting, banking & finance",administrative assistant,,43000,0.0,USD,,,united states,missouri,st louis,6.0,3.0,College degree,Woman,White,43000.0,43000.0
12776,4/28/2021 10:57:48,29.5,computing or tech,senior software engineer,,105000,0.0,USD,,,united states,california,san diego,3.0,3.0,College degree,Woman,White,105000.0,105000.0
12782,4/28/2021 10:59:37,39.5,trade association,manager,,58000,5000.0,USD,,,united states,washington,,15.5,9.0,College degree,Woman,White,63000.0,63000.0
12785,4/28/2021 11:00:01,39.5,law,associate attorney,,76000,0.0,USD,,,united states,louisiana,new orleans,15.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,76000.0,76000.0
12787,4/28/2021 11:00:57,21.0,law,paralegal,,72100,5000.0,USD,,,united states,california,walnut creek,3.0,3.0,College degree,Non-binary,White,77100.0,77100.0
12790,4/28/2021 11:01:11,39.5,food manufacturing,hr generalist,,60000,5000.0,USD,,,united states,indiana,hatfield,15.5,9.0,College degree,Woman,White,65000.0,65000.0
12797,4/28/2021 11:03:08,49.5,property or construction,project coordinator,,70000,1000.0,USD,,,united states,florida,tampa,35.5,1.0,College degree,Woman,White,71000.0,71000.0
12803,4/28/2021 11:05:22,59.5,government and public administration,human resources manager,,96000,1250.0,USD,,,united states,arizona,phoenix,15.5,15.5,,Woman,White,97250.0,97250.0
12806,4/28/2021 11:06:30,39.5,law,attorney,,160000,25000.0,USD,,,united states,minnesota,minneapolis,15.5,9.0,"Professional degree (MD, JD, etc.)",Woman,White,185000.0,185000.0
12808,4/28/2021 11:06:52,29.5,property or construction,project manager,,70000,2000.0,CAD,,,canada,ontario,toronto,6.0,3.0,College degree,Other or prefer not to answer,White,72000.0,53280.0
12812,4/28/2021 11:07:49,49.5,"accounting, banking & finance",staff accountant,,47000,2750.0,USD,,,united states,arizona,phoenix,25.5,25.5,Some college,Woman,White,49750.0,49750.0
12815,4/28/2021 11:08:34,59.5,commodities trading,legal assistant,,75000,2000.0,USD,,,united states,connecticut,wilton connecticut,35.5,35.5,College degree,Woman,White,77000.0,77000.0
12822,4/28/2021 11:10:18,29.5,"accounting, banking & finance",senior associate,Asset management sales,90000,13000.0,USD,,,united states,texas,austin,3.0,3.0,College degree,Man,White,103000.0,103000.0
12823,4/28/2021 11:10:51,39.5,computing or tech,software engineer ii,,85600,0.0,USD,,,united states,oregon,portland,9.0,3.0,College degree,Woman,White,85600.0,85600.0
12829,4/28/2021 11:12:54,29.5,computing or tech,software engineer,,100000,20000.0,USD,,,united states,illinois,chicago,9.0,3.0,College degree,Woman,White,120000.0,120000.0
12833,4/28/2021 11:14:15,39.5,business or consulting,vice president,,120000,60000.0,USD,,I'm a co-owner of an LLC so bonus fluctuates with how much profit we make,united states,delaware,milford,25.5,15.5,Master's degree,Woman,White,180000.0,180000.0
12845,4/28/2021 11:16:18,29.5,government and public administration,attorney,,115000,0.0,USD,,,united states,california,los angeles,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White",115000.0,115000.0
12846,4/28/2021 11:16:40,29.5,education (primary/secondary),teacher,Band Director,51294,2500.0,USD,,,united states,delaware,dagsboro,6.0,6.0,College degree,Woman,White,53794.0,53794.0
12847,4/28/2021 11:16:45,39.5,"accounting, banking & finance",vice president,Regulatory Management,131000,15000.0,USD,,,united states,massachusetts,boston,15.5,6.0,"Professional degree (MD, JD, etc.)",Man,White,146000.0,146000.0
12848,4/28/2021 11:16:50,29.5,government and public administration,project manager,,86000,0.0,CAD,,,canada,ontario,toronto,15.5,6.0,College degree,Woman,White,86000.0,63640.0
12852,4/28/2021 11:17:51,29.5,education (higher education),associate director,,55000,0.0,USD,,,united states,connecticut,hartford,9.0,9.0,Master's degree,Woman,White,55000.0,55000.0
12854,4/28/2021 11:17:59,49.5,computing or tech,technical writer,,90000,7000.0,USD,,,united states,california,fremont,35.5,9.0,College degree,Woman,White,97000.0,97000.0
12857,4/28/2021 11:19:09,39.5,automotive,marketing coordinator,,70500,2000.0,USD,,,united states,indiana,indianapolis,25.5,25.5,College degree,Woman,White,72500.0,72500.0
12864,4/28/2021 11:20:35,29.5,government and public administration,senior analyst,,115000,0.0,USD,,,united states,california,san francisco,9.0,6.0,Master's degree,Woman,White,115000.0,115000.0
12868,4/28/2021 11:21:27,39.5,law,attorney,,100000,3000.0,USD,,,united states,california,irvine,6.0,9.0,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,103000.0,103000.0
12870,4/28/2021 11:22:27,39.5,health care,executive assistant,,37960,0.0,USD,,,united states,arkansas,fort smith,15.5,6.0,College degree,Woman,White,37960.0,37960.0
12881,4/28/2021 11:25:35,39.5,law,attorney,In-house counsel for non-profit hospital,112000,0.0,USD,,,united states,colorado,denver,15.5,6.0,"Professional degree (MD, JD, etc.)",Woman,White,112000.0,112000.0
12886,4/28/2021 11:28:38,39.5,public library,library assistant,"I have an MLIS, but my position currently is not a full Librarian.",39520,0.0,USD,,"I'm only part time, 24 hours a week.",united states,wisconsin,middleton,9.0,6.0,Master's degree,Woman,White,39520.0,39520.0
12888,4/28/2021 11:28:55,29.5,government and public administration,manager,,125000,0.0,USD,,,united states,district of columbia,dc,15.5,15.5,Master's degree,Man,White,125000.0,125000.0
12890,4/28/2021 11:29:35,29.5,government and public administration,policy analyst,,70000,0.0,CAD,,"This is about to go up to $78,000 as I am in the process of getting a promotion. I also have an addition $9,000/year income from renting out my basement. ",canada,alberta,edmonton,15.5,3.0,Master's degree,Woman,White,70000.0,51800.0
12893,4/28/2021 11:30:28,29.5,computing or tech,data scientist,,170000,0.0,USD,,"Base salary- $140k, stocks- $30k/year",united states,california,san francisco,3.0,3.0,Master's degree,Woman,Asian or Asian American,170000.0,170000.0
12906,4/28/2021 11:35:31,29.5,media & digital,marketing manager,,72500,10000.0,USD,,,united states,colorado,fort collins,9.0,9.0,College degree,Woman,White,82500.0,82500.0
12908,4/28/2021 11:36:17,39.5,nonprofits,executive director,,82000,0.0,USD,,,united states,ohio,columbus,25.5,25.5,Master's degree,Man,White,82000.0,82000.0
12919,4/28/2021 11:38:01,29.5,"marketing, advertising & pr",financial analyst,,60000,0.0,USD,,,united states,new york,new york city,3.0,1.0,College degree,Woman,White,60000.0,60000.0
12921,4/28/2021 11:38:47,29.5,business or consulting,analyst,,75000,0.0,USD,,,united states,maryland,bethesda,3.0,3.0,Master's degree,Woman,White,75000.0,75000.0
12924,4/28/2021 11:39:58,29.5,"accounting, banking & finance",senior associate,,135000,70000.0,USD,,,united states,new york,new york city,6.0,3.0,College degree,Woman,White,205000.0,205000.0
12929,4/28/2021 11:40:54,29.5,law,associate,Attorney,255000,65000.0,USD,,,united states,washington,,3.0,3.0,"Professional degree (MD, JD, etc.)",Woman,White,320000.0,320000.0
12936,4/28/2021 11:42:36,29.5,government and public administration,communications manager,,88622,0.0,CAD,,"On top of a reasonably generous benefit package, we also have an 8.6% pension matching program. ",canada,saskatchewan,regina,9.0,9.0,College degree,Woman,White,88622.0,65580.28
12947,4/28/2021 11:47:26,29.5,computing or tech,data analyst,,91500,0.0,USD,,,united states,new york,new york city,3.0,3.0,Some college,Woman,White,91500.0,91500.0
12952,4/28/2021 11:48:43,29.5,education (higher education),administrative assistant,,51000,0.0,USD,,,united states,new york,new york city,3.0,3.0,College degree,Woman,White,51000.0,51000.0
12957,4/28/2021 11:50:54,29.5,transport or logistics,general manager,,52000,0.0,USD,,,united states,california,riverside,6.0,6.0,College degree,Man,White,52000.0,52000.0
12959,4/28/2021 11:51:37,39.5,law,partner,,101000,10000.0,USD,,,united states,ohio,cincinnati ,15.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,111000.0,111000.0
12972,4/28/2021 11:58:13,29.5,law,associate attorney,Small Law Firm,78000,3000.0,USD,,,united states,massachusetts,boston,15.5,6.0,"Professional degree (MD, JD, etc.)",Woman,White,81000.0,81000.0
12974,4/28/2021 11:58:29,29.5,law,associate attorney,,90000,10000.0,USD,,,united states,kansas,garden city,6.0,6.0,"Professional degree (MD, JD, etc.)",Man,White,100000.0,100000.0
12975,4/28/2021 11:58:33,39.5,education (higher education),associate director,,62616,1000.0,USD,,,united states,texas,dallas,15.5,15.5,Master's degree,Woman,White,63616.0,63616.0
12978,4/28/2021 11:59:20,59.5,computing or tech,senior director,,200000,50000.0,USD,,,united states,new york,new york city,35.5,35.5,College degree,Man,White,250000.0,250000.0
12983,4/28/2021 11:59:46,29.5,computing or tech,manager,Managing a small development team,181000,45000.0,USD,,Bonus fluctuates yearly,united states,new jersey,jersey city,15.5,9.0,College degree,Woman,Another option not listed here or prefer not to answer,226000.0,226000.0
12984,4/28/2021 11:59:47,39.5,government and public administration,senior analyst,,114000,0.0,USD,,,united states,texas,dallas,15.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,114000.0,114000.0
12988,4/28/2021 12:00:00,29.5,law,associate attorney,Small Firm (under 10 attorneys),70000,0.0,USD,,,united states,louisiana,new orleans,6.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,70000.0,70000.0
12991,4/28/2021 12:00:15,29.5,education (higher education),librarian,,41000,0.0,USD,,,united states,illinois,ullin,9.0,9.0,Master's degree,Woman,White,41000.0,41000.0
12995,4/28/2021 12:00:23,29.5,government and public administration,research analyst,,88000,1000.0,USD,,,united states,texas,arlington,9.0,6.0,Master's degree,Woman,White,89000.0,89000.0
12997,4/28/2021 12:00:26,39.5,computing or tech,it manager,,105000,0.0,USD,,,united states,colorado,denver,15.5,15.5,College degree,Man,White,105000.0,105000.0
13000,4/28/2021 12:00:29,39.5,"marketing, advertising & pr",copywriter,,50000,0.0,GBP,,,united kingdom,,london,15.5,9.0,College degree,Man,White,50000.0,63000.0
